;Unnamed: 0_x;Interactor2.Symbol;Protein;Protein names;UniProt Localization;HPA Localization;OpenCell Localization;SimChrom Category;SimChrom-SL Category;MS-based studies;Abundance, ppm;PFAM;Protein length;Protein complexes;RNAInterID;Interactor1.Symbol;Category1;Species1;Category2;Species2;Raw_ID1;Raw_ID2;score;strong;weak;predict;Unnamed: 0_y;ensemblID;logFC;AveExpr;t;P.Value;adj.P.Val;B
81712;3454176;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08842034;SNHG16;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100507246;NCBI:11338;0.4407;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;Scan pipeline widely used MATCH algorithm;17;ENSG00000163597;-1.76574685009836;3.88332039022155;-7.2253013716623;1.36790691052561e-08;1.73860555062877e-07;9.46585361999884
81845;2531821;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP36107059;SRP14-AS1;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:100131089;NCBI:9444;0.229;CLIP;;;1556;ENSG00000248508;-2.19894713477944;0.563780192006873;-7.86439606590049;1.9697654311136e-09;3.13894059420262e-08;11.3925225023124
81846;2531888;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP08628330;XIST;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:7503;NCBI:9444;0.3516;CLIP;eCLIP//PAR-CLIP;;718;ENSG00000229807;-6.57326935078366;1.54159830942689;-4.14945804433362;0.0001856278660776;0.0008424341236124;0.0917621252499083
81873;2531497;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP08631344;ERVK13-1;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100507321;NCBI:9444;0.3515;CLIP;eCLIP;;2496;ENSG00000260565;-2.1793751357727;3.37818926211326;-7.65464711208258;3.7045425106337803e-09;5.33733230898503e-08;10.7643564661693
81874;2531507;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP34874808;FAM66B;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:100128890;NCBI:9444;0.229;CLIP;;;213;ENSG00000215374;-2.24058640920372;-1.15706040212715;-9.59984701820656;1.2857804725133199e-11;4.10967563783427e-10;16.3976687082489
81875;2531517;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP34900534;FOXD2-AS1;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:84793;NCBI:9444;0.229;CLIP;;;1276;ENSG00000237424;-1.8714959216105;0.3642643731734;-7.73367357319933;2.9184334875863704e-09;4.32318650784361e-08;11.0015376011454
81876;2531473;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP08631381;DANCR;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:57291;NCBI:9444;0.4575;CLIP;eCLIP//uvCLAP;Scan pipeline widely used MATCH algorithm;493;ENSG00000226950;-1.97490458175396;2.8150326492749;-6.0781695760482;4.79377709969811e-07;4.02543318531536e-06;5.93825752661623
81892;2531666;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP35426523;MIR22HG;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:84981;NCBI:9444;0.229;CLIP;;;77;ENSG00000186594;-2.50560118250147;2.93862258387378;-7.53745059189184;5.2825980379258805e-09;7.35890395548152e-08;10.4115260666507
81893;2531736;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP08628523;PVT1;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:5820;NCBI:9444;0.3901;CLIP;eCLIP//PAR-CLIP;;1653;ENSG00000249859;-2.94835528412177;3.44033601704875;-13.2423529425615;1.1556977876688e-15;4.42001872065694e-13;25.6256393463927
81898;2531797;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP08628317;SNHG5;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:387066;NCBI:9444;0.4837;CLIP;eCLIP//uvCLAP//CLIP-seq//PAR-CLIP;;132;ENSG00000203875;-2.79357818092896;3.17229546572489;-7.92087451041262;1.6629897857665301e-09;2.70123476012347e-08;11.5609108469976
81899;2531796;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP36083276;SNHG3;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:8420;NCBI:9444;0.4067;CLIP;eCLIP;Scan pipeline widely used MATCH algorithm;1404;ENSG00000242125;-1.66215020983997;3.80442253035105;-6.53607722997152;1.14898325278424e-07;1.11634469849037e-06;7.35322044661673
81906;2531571;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP08628546;JPX;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:554203;NCBI:9444;0.4575;CLIP;eCLIP//uvCLAP//PAR-CLIP;Scan pipeline widely used MATCH algorithm;374;ENSG00000225470;-1.81667140678558;3.58380683530008;-7.33868036440905;9.67227303315251e-09;1.24819793406358e-07;9.810288704289
81910;2531544;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP35109642;HAR1B;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:768097;NCBI:9444;0.229;CLIP;;;828;ENSG00000231133;-1.61445034017062;-2.16238637568102;-5.81875106476564;1.0793972440124e-06;8.16730972223051e-06;5.13576258998913
81911;2531664;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP08628358;MIR181A1HG;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100131234;NCBI:9444;0.229;CLIP;PAR-CLIP;;733;ENSG00000229989;-1.96778898192628;1.27892832409396;-6.45145267303389;1.49514635854925e-07;1.42309518787708e-06;7.09213857469546
81915;2531649;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP08628263;MALAT1;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:378938;NCBI:9444;0.4574;CLIP;eCLIP//uvCLAP//CLIP-seq//PAR-CLIP;;1786;ENSG00000251562;-2.69192848146394;10.8069205658514;-9.99570573098169;4.30182645492996e-12;1.65306630339579e-10;17.4859517032396
81917;2531605;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP08628541;LINC00630;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100287765;NCBI:9444;0.3901;CLIP;eCLIP//PAR-CLIP;;247;ENSG00000223546;-2.26301235070402;0.462538646230177;-7.84374214675453;2.09574721751214e-09;3.31458967822315e-08;11.3308619374593
81919;2531609;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP35304365;LINC00663;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:284440;NCBI:9444;0.3901;CLIP;eCLIP;;2849;ENSG00000266904;-2.2313825534385;0.177789980721914;-7.36614196503185;8.8949436262262e-09;1.15496999492388e-07;9.89355661048934
81922;2531614;QKI;Q96PU8;Protein quaking (Hqk) (HqkI);Cytoplasm (ECO:0000250), Nucleus (ECO:0000250);Nucleoplasm (Supported);;Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021";50.1;"STAR_dimer(Homodimerisation region of STAR domain protein,PF16544);Quaking_NLS(Putative nuclear localisation signal of quaking,PF16551);KH_1(KH domain,PF00013)";341;;RP35305974;LINC00847;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:729678;NCBI:9444;0.229;CLIP;;;1457;ENSG00000245060;-1.5544968499769;2.53522937087546;-6.93423902906258;3.34655191399944e-08;3.74439997398821e-07;8.57721719601313
82036;3453212;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08841728;FOXD2-AS1;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:84793;NCBI:11338;0.414;CLIP;eCLIP//iCLIP//CLIP-seq;Scan pipeline widely used MATCH algorithm;1276;ENSG00000237424;-1.8714959216105;0.3642643731734;-7.73367357319933;2.9184334875863704e-09;4.32318650784361e-08;11.0015376011454
82037;3453233;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08841496;GAS5;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:60674;NCBI:11338;0.4407;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;Scan pipeline widely used MATCH algorithm;1098;ENSG00000234741;-2.56041864444156;3.87237361491495;-7.93865419283863;1.5767911812111202e-09;2.58115194527439e-08;11.6138519668715
82040;3453078;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08842454;DANCR;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:57291;NCBI:11338;0.373;CLIP;eCLIP//iCLIP//CLIP-seq;;493;ENSG00000226950;-1.97490458175396;2.8150326492749;-6.0781695760482;4.79377709969811e-07;4.02543318531536e-06;5.93825752661623
82041;3453154;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08842466;EPB41L4A-AS1;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:114915;NCBI:11338;0.4289;CLIP;eCLIP//iCLIP//CLIP-seq;;285;ENSG00000224032;-2.55110776467953;0.623872226190378;-8.55111286415612;2.57565840171701e-10;5.081461628800851e-09;13.4163564845539
82053;3453364;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08841773;IQCH-AS1;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100506686;NCBI:11338;0.346;CLIP;eCLIP//iCLIP//CLIP-seq;Scan pipeline widely used MATCH algorithm;2357;ENSG00000259673;-2.36524264156248;-0.0326418860202442;-8.03552475053475;1.1805743112048e-09;2.01897403546284e-08;11.9017115063395
82054;3453374;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08842758;JPX;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:554203;NCBI:11338;0.4407;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;Scan pipeline widely used MATCH algorithm;374;ENSG00000225470;-1.81667140678558;3.58380683530008;-7.33868036440905;9.67227303315251e-09;1.24819793406358e-07;9.810288704289
82058;3453463;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08843236;LINC00663;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:284440;NCBI:11338;0.373;CLIP;eCLIP//iCLIP;;2849;ENSG00000266904;-2.2313825534385;0.177789980721914;-7.36614196503185;8.8949436262262e-09;1.15496999492388e-07;9.89355661048934
82059;3453464;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08842145;LINC00665;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100506930;NCBI:11338;0.2985;CLIP;eCLIP//iCLIP//CLIP-seq;Scan pipeline widely used MATCH algorithm;946;ENSG00000232677;-2.48408296009301;0.195874356526333;-6.26477681548624;2.67587339187264e-07;2.41859696100483e-06;6.51542954889168
82061;3453483;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08841764;LINC00926;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:283663;NCBI:11338;0.414;CLIP;eCLIP//iCLIP;Scan pipeline widely used MATCH algorithm;1524;ENSG00000247982;-2.91105104767217;3.27604843264759;-7.78213923254109;2.5220837406324e-09;3.84274426400029e-08;11.1466953497868
82067;3453443;U2AF2;P26368;Splicing factor U2AF 65 kDa subunit (hU2AF(65)) (hU2AF65);;Nuclear speckles (Supported), Nucleoplasm (Supported);chromatin (annotations_grade_2), nuclear_punctae (annotations_grade_3);Nuclear RNA binding proteins, RNA processing;RNA processing;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";330.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076)";475;"SF1-U2AF65 splicing factor complex,CPX-1074,ECO:0000353(physical interaction evidence used in manual assertion);U2 small nuclear ribonucleoprotein auxiliary factor complex,CPX-1921,ECO:0000353(physical interaction evidence used in manual assertion)";RP08842377;LINC00342;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:150759;NCBI:11338;0.397;CLIP;eCLIP//HITS-CLIP//CLIP-seq//iCLIP;;965;ENSG00000232931;-3.15862046732178;1.89904799408693;-11.7521362339866;4.2692296968487704e-14;4.8542295499034494e-12;22.0614504489394
